Hashtags,Video ID,create_time,username ,region,video_description,like_count,comment_count,share_count,view_count ,Comments
#UkraineRussiaCrisis,7206326892113481006,2023-3-3,@straightarrownews,Kazakhstan,"Since their introduction to the battlefield, tanks have been an integral part of warfare. #russia #ukraine #russiaukraineconflict #tanks #military #russiaukrainewar #russiaukrainecrisis #worldnews #news #ukrainewar #newstok #newstiktok #ukrainetok #russiantiktok #russiatanks #worldnewstok #militarytok #militarytiktok #russiavsukraine #russiaukraine",52200,5131,1229,,1. 😂😂😂 it amuse me the west can give stats on russia but not ukraine 😅😅😅 2.  I dont believe russia is making only 20 tanks a month 3.  love seeing $500 drones wiping out million dollar tanks 4.  is Ukraine still winning on tiktok 5.  Stats coming from TikTok because it’s a trusted source… 6.  Conclusion: wars are very expensive. Don’t start wars. Be nice to your neighbors
#UkraineRussiaCrisis,7190927579178601771,2023-1-20,@intelslavav,Kazakhstan,"#screammovie what do you call these? Thousands of #ukrainian killed and buried. This is one of those mass #graveyard 🪦 ,

#politics #Ukraine #russianato #russianheroes #russia🇷🇺 #russiavsukraine🇷🇺vs🇺🇦 #russianheroes #russiaukrainecrisis #history",143,106,135,,"1. Mögen sie in Frieden ruhen. 2.  So sad… 3.  Україну використовує Захід 4.  Free Ukraine 🥰🥰 5.  Irish proverb ""where you see two neighbors arguing 6.  be sure that one of them was visited by an ENGLISHMAN the day before"" 7.  they all deserve it 😂"
#UkraineRussiaCrisis,7245019380906544427,2023-6-15,@wallstreetjournal,Kazakhstan,"Russian draftee Ruslan Anitin is one of the few Russian soldiers to try to surrender to a drone. Drone footage reviewed by WSJ captured in its entirety the frantic efforts of a man trying to survive.

If Anitin’s experience is any indication, Russian morale appeared to be fraying even before the recent Ukrainian counteroffensive began. A Ukrainian hotline for Russians who want to surrender has received more than 17,000 inquiries since September, Ukrainian officials said. 🎥: Code 9.2 Unit of Ukraine's 92nd Mechanized Brigade, Achilles Unit of Ukraine's 92nd Mechanized Brigade 📷: Sasha Maslov for WSJ #russia #ukraine #wsj #thewallstreetjournal #wallstreetjournal",466500,2869,875,,1. Just fighting cause he has no choice 2.  No weapon. War crime. 3.  he might not even have had a choice. so he might even try to get asylum. I doubt Russia will want him back. 4.  Amen god was by this man’s life he new he didn’t want to be there❤️ 5.  fighting a war thats not even his to fight the government need to sprt their issues out with eachother and not use ppl as chess pieces
#UkraineRussiaCrisis,7259381175964257562,2023-7-24,@cgtneurope,Kazakhstan,"😨 'Everyone says that something will happen…' As #Russia's #Wagner mercenaries train just across the border in #Belarus, Polish villagers are scared the #Ukraine crisis will soon arrive at their doorstep... 🇺🇦🇵🇱👇",24100,1545,1650,,1. Hope for the people at bouth sides no war will heappen.Both are Slavic 2.  are brothers.Politics joje with commone people on bouth sides 😢 3.  so so heartbreaking 4.  So heartbreaking 💔 5.  Letsgoooooooo 6.  These troop/equipment mobilisatikn costs.money not to talk of arming and equipping. So how does the Wagner group get their funding to be formidable
#UkraineRussiaCrisis,7201413498063097093,2023-2-18,@jacktwistd,Kazakhstan,E a guerra não para! and the war does not stop! 🇺🇦x🇷🇺 #war #russiaxucrania #russian #ukraine #guerra #ucrania,1546,37,105,,1. nomas tiran a las puras adivinansas 2.  ucrãnia 3.  no es por de hablar pero estos soldados uno mira que están disparando es al aire a quién puta le disparan uno que está prácticamente disparando al aire el otro igual uno que tiene el fusil a la loca 4.  yo estoy en usa soy de México y les están dando siudadania a los ispanos que kieran alistarse en la militar porque sera 5.  liberti as mulheres🥺sem dizinbolu💖
#2023_Russia_Ukraine_news,7291078653805399339,2023-10-17,@dailyinfo247,Kazakhstan,Daily news of Ukraine Russia Conflict 10/17/2023 #ukrainerussia #worldnews #dailynews #dailyupdate #stayinformed #CurrentEvents #war #intheknow #ukraine #hospital #saferoute #russia #internationalnews,2374,163,126,,1. we guess Ukraine lost no Soldiers 2.  The fact the Russia. never looses to wars. They are very strong.💔 3.  I’ll always stand for 🇺🇦🔥🥰😍and fight for justice 4.  hey still fighting 5.  I think they had the option of peace with Russia Why did they get America involved them with Russia and then leave them? poor Ukraine's boys
#2023_Russia_Ukraine_news,7240962096106589482,2023-6-4,@sashareheylo,Kazakhstan,"🇺🇦Comment🇺🇦Follow🇺🇦 Save 🇺🇦Like🇺🇦
#ukraine #ukraine🇺🇦 #russia #russiawar2023 #warinukraine2023 #warrussiaukraine #latestnewswarinukraine2023 #ukraineupdate #russiaandukrainewarupdate2023 #war2023news #ukrainebreakingnews #ukrainewarlatestnews #latestnewsfromukraine #newstok #slavaukraini",76700,3388,4022,,1. l em not from here but this story is like from Mars 😁 2.  Yeah 3.  I can't believe this 4.  I hope this is true 5.  😁😁😁😁yea bring it on 6.  good luck 👍 and well done for Ukraine 🇺🇦 👏 7.  But will wager turn on Russia now
#2023_Russia_Ukraine_news,7203874091957243182,2023-2-24,@sashareheylo,Kazakhstan,"🇺🇦Comment🇺🇦Follow🇺🇦 Save 🇺🇦Like🇺🇦
#ukraine #ukraine🇺🇦 #russia #russiawar2023 #warinukraine2023 #warrussiaukraine #warwarning #latestnewswarinukraine2023 #warinukraineoctober2023 #russiaandukrainewarupdate2023 #war2023news #ukrainebreakingnews #ukrainewarlatestnews #latestnewsfromukraine #newstok #zelensky",6791,789,54,,1. They’re just showing you what they want you to see so you can react this way brother 😂😂 we get tricked so simply it’s not even funny 💀 2.  Zelensky is already a legend for the history books. A true hero and fantastic leader. 3.  I think he should get the Nobel peace prize -Slava Ukraine🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦 4.  he's a great guy he's dedicated to his country and people and his fight for freedom and against EVIL
#2023_Russia_Ukraine_news,7312835090768481582,2023-12-15,@botterylabs,Kazakhstan,#ukraine🇺🇦 #Russia #War #Victory #News #Updates,162,47,2,,"1. this is obviously nonsense 2.  Like anybody believes what the forces of Ukraine have to say 3.  How many yachts have we bought for Ukrainian oligarchs today? 4.  Great 5.  they shouldn't need any more of our tax dollars to buy vacation homes then. 6.  Fake news 7.  😂😂😂😂lies
"
#2023_Russia_Ukraine_news,7235350429595421994,2023-5-20,@intel_drop,Kazakhstan,Breaking: The city of Bakhmut has fallen! #Ukraine #russia #bakhmut #military #geopolitics #breaking #news #wagner #Prigozhin,33000,1267,562,,"1. wagner leader just announced that if ukrain want to take bakhmuht back 2. ukrain should hire wagner😅😅 3.  Yeah I think they’ll take it back because Wagner is pulling out and handing over positions to Russian army 4.  with all nato eu and us support they lost Bakhmut 5.  recapture is impossible 6.  Don't celebrate early cos who knows what will happen next  7. Ukraine 💪
"
#RussiaisATerroistState,7209057031699860741,2023-3-10,@almostguynews,Kazakhstan,"Yes, im finally back on Tiktok! Credits to original poster! #ukraine #ukraine🇺🇦 #russia #ukrainerussiaconflict #russiaisaterroristate #artillery #shellshock #CapCut",35900,248,113,,1. these poor soldiers were once babies. now they're away from safety and forced to fight for their lives. they look so scared even as they joke💔 2.  Just seen a dude get hammered by his own friend because he refused to fight 3.  I hope everyone in Ukraine is okay and I hope this is over soon ❤️🕊️ 4.  i hope he got home safely 5.  just sad for them
#RussiaisATerroistState,7341439873712164101,2023-8-12,@mariupolskabanderivka,Kazakhstan,#россия🇷🇺 #россия #москва #russiaisaterroristate #войнавукраине #війнавукраїні,120,21,13,,"1. Сьогодні покричать 2.  а завтра заткнуться... 3.  А толку...якби вони не на похоронах таке кричали 4.  а протягом 10 років 5.  то,може, щось змінилось би. А потім вони не вийдуть 6.  На майдан до Кремля 👍👍👍👍 7.  нажаль з'явиться один поліцай і все разбегуться 8.  Майдан в росії починається?"
#RussiaisATerroistState,7188638985852308742,2023-1-14,@julipovorotnaya,Kazakhstan,Герої дніпряни #russiaisaterroristate #росіягній #росіявбивці,13100,166,572,,"1. 💔💔💔 2.  😭😭😭 3.  Боже зглянься над тими людьми поможи щоб всі були живі. сил немає те пережити. 4.  Немає слів щоб передати цю біль 5.  серце рветься на частини 6.  душа ридає. Щирі співчуття людям 7.  вся країна плаче з вами 😭 8.  
спасибо большое людям которые помогают спасателям низкий всем поклон Бог в помощь"
#RussiaisATerroistState,7149736922980601089,2022-10-1,@sasha.morre,Kazakhstan,#russiaIsATerorristState #war #saveUa #SaveUkraine #пуйло,119,5,2,,1. Such a sadness shame on you Poutine 2.  😂 3.  that was before the war 4.   the Bronx 😳
#StopPutin,7074519178727722241,2022-3-13,@gnooq1379,Kazakhstan,멈춰요!!😡🙏🏻,160400,9556,3948,,"1. can i get a hey?(PUTIN STOP) 2.  Pudding after seeing this:😨😰😣 3.  is this gonna stop war? 4.  Protein after seeing this😭 5.  he really thinks Putin gonna see this and piss his pants and stop the war?Random guy: ""Hey Putin stop🤬"" Putin: 🤫🧏‍♂️"
#StopPutin,7341447084710661408,2023-12-21,@evo1963,Kazakhstan,#stopputin #ukraine,543,206,16,,"1. 🧎🏽ANDREI🕯️KARLOV🧎🏽ALEXEI🕯️NAVALNY🧎🏽👑MAXIM🕯️KUZMINOV🕯️ALEXANDER 🕯️LITVINENKE🧎🏽💪 JUSTICE⚖️OLEKSANDR⚖️IHOROVYCH⚖️MATSIEVSKYI⚖️MEVLUTMERT 2.   ZZZ 🇷🇺 🇷🇺🇷🇺, Sinnloses Sterben für einen Despoten 3.  der reicher und reicher wird. 4.  Lächerlich das nicht mehr Russen ein aufstand machen. Und den ganzen Schrott glauben 5.  5 Leute 😂😂😂😂..lächerlich 6.  paar hundert  7. lächerlich"
#StopPutin,7341382234252774689,2023-11-3,@evo1963,Kazakhstan,#stopputin #ukraine #navalny,134,68,5,,1. Ja heute nur bis nächste Opfer 2.  🌈🌈🌈🌈🌈🌈🌈🌈🌈😪😪😪😪😪😪👶👶👶👶👶👶👶👶👶👶👶👶👶🤝🤝🤝🤝😪😪😪😪😪😪😪😪😪😪😪🙆🦊🤦 3.  White blue White is strong 4.  👍👍👍👍👍💯💯💯💯🙏🙏🙏🙏🙏🙏🙏🙏 5.  Putin wird mit seine Arroganz noch deutlich seine Quittung erhalten.!Slava Ukrajini“
#StopPutin,7328624521974517038,1-26,@purplekoolaid88200,Kazakhstan,#fyp #putin #mewing #byebye,565,13,247,,1. bro mewing 🤫🧏🏽🗿 2.  🤫🧏‍♂️ 3.  🤫🧏‍♂️🤫🤨😁 4.  Russia just won now 5.  gg Ukraine. 6.
#KazakhstanWarPerspective,7224240339945590059,2023-4-20,@cpscott15,Kazakhstan,#russia #ukraine #kazakhstan #war #putin,8437,802,319,,"1. My heroes!!! Thanks guys!!! Love from Lithuania!!! 2.  Respect 3.  
🙌🙌🙌 4.  nice 5.  Well don !!!"
#KazakhstanandUkraine,7134824351609752837,2022-8-22,@mistermeiram,Kazakhstan,#Қазақстан #Казахстан🇰🇿 #Qazaqstan #Kazakhstan #Ukraine #Украіна #Украина🇺🇦 #СлаваУкраине!,71700,1618,836,,"1. 🇰🇿❤️🇺🇦 2. 👍👍👍👍 3.  жаса Қазақстан слава Украине 🇰🇿❤🇺🇦 4.  СЛАВА ВЕЛИКОМУ УКРАИНСКОМУ НАРОДУ СЛАВА УКРАИНЕ БРАТЬЯ УКРАИНЦЫ МЫ КАЗАХСКИЙ НАРОД СВАМИ ЗА СВОБОДУ УКРАИНЫ 🇰🇿🇰🇿🇰🇿🇺🇦🇺🇦🇺🇦 5.  Слава Казахстані!!! Наші брати! 🇺🇦 6.  Казахстан спасибо вам, приезжайте к нам в Украину в гости после войны🥰"
#KazakhstanandUkraine,7299887697244474666,2023-11-10,@sashkafierce,Kazakhstan,11/10: Very nice #standwithukraine #supportukraine #freeukraine #україна #україна🇺🇦 #kazakhstan,2522,360,54,,1. Love this for them!  2.  oooh I thought it wasn't real! GREAT! 🥰🥰🥰🥰 3.  brilliant 👏 4. Love Kazakstan 🇰🇿💖 5. SLAVA KOKAÏNI!😆GLORY TO URINE!😆
