Hashtags,Video ID,create_time,username,region,video_description,like_count,comment_count,share_count,view_count,Comments,Sentiments,Majority Category,Other Languages than English,Sentiment of other Language,Description Sentiments,Description_comment_match,Video_Sentiments_Inferred
#StopRussiaStopWar,7292111318075608353,2023-10-20,@gonzo_ukraine,Ukraine,"This video, disseminated on the Telegram platform by the 92nd Assault Brigade, a division within the Ukrainian Ground Forces, portrays a Ukrainian drone operator who boldly approaches Russian positions, enduring relentless artillery bombardment. #gonzoukraine #ukrainewar #ukraine #russia #war #putin #stopwar #foryoupage #fyp #standwithukraine #nowar #military #news #prayforukraine #nowarinukraine #warzone #ukraina #zelensky #ukrainevsrussia #ukrainetiktok #ukrainenews #kнфліктyкраїнаpосія
#українськаросійськавтікток #війнаукраїнськаросійська #оновленняпродовженнявійни #конфліктукраїнсько-російський #зіткненняросіяукраїна #бійнеполеукраїни #кризисросія #українськийсолдат",5091,146,84,,1. Oh my goodness 🙏🏻🙏🏻💝💝💪🏻🥹 2. May God bless you always and keep you in your walk every day 🙏🙏🙏🙏🙏 3. Respekt and recognition for his courage in his dangerous aktions.The important thing is to stay alive.💙💛🇺🇦🇺🇦💪💪😇😇🙏🙏 4. stay strong and safe. 5. May everyone be safe. 6. May God bless you and keep Safe Always.... 7. ХАЙ БЕРЕЖЕ ВАС АНГЕЛ ГОСПОДНІЙ 8. жах бідні наші хлопчики бережи вас Боже 9.  Хлопці Хай береже Вас Бог. Амінь. 10. Боже храни вас!🙏 11. 😳😳😳 страшно так:)пусть Бог вас хранит 🥰🥰🥰🥰🥰 12. Боже як це страшно😱😱 Ангела охоронця вам наші любі захисники 🙏🙏💪🇺🇦,"1) Inclined towards Ukraine 
2) Inclined towards Ukraine 
3) Inclined towards Ukraine 
4) Inclined towards Peace 
5) Inclined towards Peace 
6) Inclined towards Peace 
7) Inclined towards Ukraine 
8) Inclined towards Ukraine 
9) Inclined towards Ukraine 
10) Inclined towards Ukraine 
11) Inclined towards Peace 
12) Inclined towards Ukraine",inclined towards ukraine,7. ХАЙ БЕРЕЖЕ ВАС АНГЕЛ ГОСПОДНІЙ 8. жах бідні наші хлопчики бережи вас Боже 9. Хлопці Хай береже Вас Бог. Амінь. 10. Боже храни вас!🙏 11. 😳😳😳 страшно так:)пусть Бог вас хранит 🥰🥰🥰🥰🥰 12. Боже як це страшно😱😱 Ангела охоронця вам наші любі захисники 🙏🙏💪🇺🇦,7) Inclined towards Ukraine 8) Inclined towards Ukraine 9) Inclined towards Ukraine 10) Inclined towards Ukraine 11) Inclined towards Peace 12) Inclined towards Ukraine,Inclined towards Ukraine,matched,Sentiment Matches: inclined towards ukraine
#NoFlyZoneOverUkraine,7070964154256936238,2022-3-3,@the_alphonse_angle,Ukraine,#WW3 #fyp #Ukraine #russia #putin #macron #joebiden #military #republican #politics #europe #canada #democrats #usa #blm #invasion #war #sanctions,632,141,6,,"1. thank you why cant everybody understand that 2. Finally an intelligent TICTOK 3. this thing can't be ignored or wished away war is already happening 4. So curious how far do we let him go? 5. I had to actually explain that to somebody today actually 6. Well allowing them to shell the nuclear reactor was better???? He is a maniac and will not stop at Ukraine, we will get involved just too late 7. Everyone keeps saying WWthree. It’s more like the entire world Vs Russia. A no fly zone can be established by giving Ukraine the anti air equipment. 8. Bruh like how was this not obvious to everyone why we can’t do a no fly zone. It’s fucking simple. We obviously wanna but we can’t cuz 🌎 would go 💥 9. Because I always had the theory that if Putin had confidence in Russia's army in 2004, he would have invaded the Baltics to prevent joining NATO","1) Inclined towards Ukraine
2) Inclined towards Russia
3) Neutral Sentiment
4) Inclined towards Peace
5) Neutral Sentiment
6) Inclined towards Ukraine
7) Inclined towards Ukraine
8) Inclined towards Peace
9) Inclined towards Russia",inclined towards ukraine,,,Inclined towards Peace,unmatched,Opposite Sentiments
#NoFlyZoneOverUkraine,7075797171198561578,2022-3-16,@mary.athanasia,Ukraine,President #VolodymyrZelenskyy called for a no-fly zone over #Ukraine while addressing Congress. President Joe Biden has said that would trigger WWIII. Here’s what experts say,1607,61,14,,"1. I have coworkers there that say this is lies... in how Media is covering this.. paid actors 2. world 🌎 war 3 has all ready started. save Ukraine 🇺🇦 save the world 🇺🇦 🌎 3. We PROMISED to protect them in exchange for them giving up their nuclear arms. This is on us. 4. I get the side of wanting the US to do more, but she is 100% right. Any provocation WILL be a declaration of war and China and India will back Russia. 5. Biden is protecting his damn sel.! He could care less about us or for that matter, anyone in his corrupt way 6. the way world war 3 is going to start is by bidens being a coward. we shouldn't be worried about Russia Russia should be worried about what we will do","1) Inclined towards Ukraine
2) Inclined towards Ukraine
3) Inclined towards Ukraine
4) Inclined towards Russia
5) Neutral Sentiment
6) Inclined towards Russia",inclined towards ukraine,,,1) Inclined towards Ukraine,unmatched,Sentiment Matches: inclined towards ukraine
#NoFlyZoneOverUkraine,7070599821198904582,2022-3-2,@itvnews,Ukraine,"Ukraine invasion: Would a no-fly zone over Ukraine lead to World War Three? #news #learnontiktok #uknews #ukraine #russia #nato #itvnews
",1561,83,109,,1. Someone tell Boris and the uk to stay quite or we’re all dead 2. That begs the question as to what will happen when a Russian plane flies into an already designated no fly zone 🥺 3. We can’t help Ukraine anymore than we already are otherwise we will all die 4. ITS A SHAME BIDEN EGGED THIS ON! HE SHOULD HAVE DEESCULATED THIS WHOLE THING BUT HE HAD TO POKE THE BEAR! FOR VOTES! 5. Hopefully WW3 doesn't happen and all countries stay safe 🇺🇦 6. but ok for russia to have a no fly zone in or out.,"1) Inclined towards Ukraine
2) Inclined towards Russia
3) Inclined towards Ukraine
4) Inclined towards Russia
5) Inclined towards Peace
6) Inclined towards Russia",inclined towards russia,,,Inclined towards Ukraine,unmatched,Opposite Sentiments (Ukraine/Russia)
#NoFlyZoneOverUkraine,7071566172910554410,2022-3-5,@midlifecrisisat25,Ukraine,No-fly zone #usa #fyp #ukraine #russia #international #zelenskyy #standwithukraine #putin #kyiv #🇺🇦,8159,409,91,,"1. NATO not acting Now, will go down in history as the biggest mistake of the century 2. do y'all just want a nuclear war or something? That's exactly what you'll get with full scale NATO intervention 3. If NATO helps: Biden gets blamed for putting US troops at risk for another country. If NATO doesn't interfere, they're useless.. can't please everyone 4. and putin thought this will be a 3 day job and tje people will see them a heroes... 1 week later 5. Putin is pushing the as far as he can to see how far they will let him go. He has committed war crimes. He bombed the Slovakian embassy. His planes 6. the new call of duty looks intense yo.","1. Inclined towards Ukraine
2. Inclined towards Russia
3. Neutral Sentiment
4. Inclined towards Peace
5. Inclined towards Ukraine
6. Unrelated/Cannot infer sentiment towards war",inclined towards ukraine,,,1) Inclined towards Ukraine,unmatched,Sentiment Matches: inclined towards ukraine
#NoFlyZoneOverUkraine,7071782876982955269,2022-3-5,@epstation,Ukraine,If Russia were to be an African country or Middle East NATO & US would’ve been seeding troops by now. Stop the war Ukraine president #russia #ukraine,3839,996,1460,,1. America or NATO are afraid of Russia that is it . because if to say they see it like Libya or Iraq you will see them quickly fall into 2. here is it... Zelensky you have been fooled 3. the fear of Russia is the beginning of wisdom 4. NATO USA AND UK ARE THE REASON WE HAVE THIS PROBLEM 5. We know the reason is because you're afraid of Russia 6. NATO has no business in Ukraine 7. now we know who the real super power is no more movie lies,"1) Inclined towards Russia
2) Inclined towards Ukraine
3) Neutral Sentiment
4) Inclined towards Russia
5) Inclined towards Russia
6) Inclined towards Russia
7) Inclined towards Russia",inclined towards russia,,,Inclined towards Ukraine,unmatched,Opposite Sentiments (Ukraine/Russia)
#SanctionsForPeaceUkraine,7313240823217327402,2023-12-16,@prestonstew,Ukraine,Peace negotiations for Ukraine and Russia,2993,552,11,,"1. England taking orders from USA taking orders from military industrial complex. And the winner is the arms manufacturers. 2. The average age of the Ukrainian fighter is 43 this war will be coming to an end , and the west won’t be happy with the outcome! 3. Wow!! Seems like it was worth all our $ 4. I doubt russia has the upper hand. 5. No land successions! 6. Hope this ends soon🥺🥺🥺 7. We told them and we were called names. 8. I smell an unconditional surrender sooner or later.","1) Inclined towards Peace
2) Inclined towards Ukraine
3) Neutral Sentiment
4) Inclined towards Russia
5) Unrelated/Cannot infer sentiment towards war
6) Inclined towards Peace
7) Inclined towards Peace
8) Inclined towards Peace",inclined towards peace,,,4) Inclined towards Peace,unmatched,Sentiment Matches: inclined towards peace
#UkraineResilience,7295357032578796842,2023-10-29,@teamgreen24,Ukraine,💚 It's not just a line on a map...they are our heroes 💚 #zelenskyyisthegoat #volodymyrzelensky #zelenskyytok #українськийтікток #славаукраїні #перемога #володимрзеленський,139,10,3,,1. Thank you for your dedication 💙🇺🇦🙏🏼🇺🇸💛 2. strong than never 3. Слава Україні 4. 🥺🥺🥺🥺🥺🙏🙏🕊🕊🕊🕊🕊💛🩵❤️🇩🇪🫂🇺🇦💯🙏🕊🕊 5. Ukraine is not just a name on a map. They are living breathing heroes. Thank you Ukraine 💙💛🇺🇦💙💛 Slava Ukraini 🇺🇦💪🇺🇦 6. slava ukraine ✊ 🇺🇦 7. 🇺🇦🇺🇦💪🏼💪🏼💪🏼💪🏼✌🏼✌🏼💚👍🏼,"1) Inclined towards Ukraine 
2) Neutral Sentiment
3) Inclined towards Ukraine 
4) Inclined towards Peace 
5) Inclined towards Ukraine 
6) Inclined towards Ukraine 
7) Inclined towards Ukraine ",inclined towards ukraine,3. Слава Україні,3) Inclined towards Ukraine,Inclined towards Ukraine,matched,Sentiment Matches: inclined towards ukraine
#UkraineResilience,7300108617963883819,2023-11-10,@j_wookie9,Ukraine,😱 Oh! the destruction of architecture and cultural heritage in Odesa! But Ukrainians are strong and resilient ❤️ #togetherwearestronger #istandwithukraine #slavaukraine #ukraine🇺🇦 #Ukraine #charity #nonprofit #humanitarianaid #historicpreservation #culture #heritage #Architecture #art Thank you for sharing tgis video @Luna 💙🤍🇫🇮 and @Kate Guliaeva,52,7,4,,1. 💔💔💔💔 2. 🥺🥺🥺🥺🥺 3. Once again part of history wiped🤬🤬🤬 4. 😡😡😡 5. 🥺😢😢😭😭😭 6. 😡😡🙏🙏🙏🙏🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦🇺🇦,"1) Inclined towards Ukraine
2) Inclined towards Ukraine
3) Inclined towards Russia
4) Inclined towards Russia
5) Inclined towards Ukraine
6) Inclined towards Ukraine",inclined towards ukraine,,,Inclined towards Ukraine,matched,Sentiment Matches: inclined towards ukraine
#EndTheUkraineWar,7281463391263149343,2023-9-21,@fullsendpodcast,Ukraine,Vivek Ramaswamy on ending the Ukraine War #ukraine #russia #war #nelk #fullsendpodcast #fullsend #podcast #fyp,34700,388,284,,1. Brother just says what people want to hear 2. He has no idea what he’s talking about 3. Yea it's just that easy buddy. Guy is clueless 4. Blud is literally just yappin 5. His talk and talk no clue 6. Vivek2024!! he's brilliant. his depth of knowledge on so many topics is incredible.,"1) Neutral Sentiment
2) Inclined towards Ukraine
3) Unrelated/Cannot infer sentiment towards war
4) Inclined towards Ukraine
5) Unrelated/Cannot infer sentiment towards war
6) Unrelated/Cannot infer sentiment towards war",unrelated/cannot infer sentiment towards war,,,Inclined towards Peace,unmatched,Opposite Sentiments
#EndTheUkraineWar,7283166785510133034,2023-9-26,@shawnryanshow,Ukraine,"Could this be the end of Vladimir Putin, the President of Russia? #russiaukrainewar #ukrainewar #russia #ukraine #war #combat #truecrime #military #podcast #podcastshow #shawnryanshow #viralvideo",24100,1033,144,,"1. Putin doesn't have an election coming up, he made himself dictator for life 2. The elections in russia are the same as the ones in the US 3. bro thinks that we are gonna lose💀 4. If Afghanistan vets was the breaking point...What's that say about American vets 5. He took crimea and eastern Ukraine. Not bad for Russia vs the entire West. 6. Only lost 15,000 troops in Afghanistan not 100,000s like this video says 7. No matter what happens Russia has lost","1) Inclined towards Russia
2) Inclined towards Russia
3) Neutral Sentiment
4) Neutral Sentiment
5) Inclined towards Russia
6) Neutral Sentiment
7) Inclined towards Ukraine",inclined towards russia,,,2) Inclined towards Russia,unmatched,Sentiment Matches: inclined towards russia
#EndTheUkraineWar,7336560749982010629,2024-2-17,@the_kyiv_independent,Ukraine,"President Volodymyr #Zelensky delivered a speech at the #Munich Security Conference on Feb. 17, urging more security assistance from #Ukraine's allies amid ammunition shortages and the recent withdrawal from the embattled city of #Avdiivka.

""Keeping Ukraine in the artificial deficits of weapons, particularly in a deficit of artillery and long-range capabilities, allows (Russian President Vladimir) #Putin to adapt to the current intensity of the war,"" he said in the speech.

Concluding his speech, Zelensky said, ""Please do not ask Ukraine when the #war will end. Ask yourself why Putin is still able to continue it.""",1588,239,35,,1. I love this man. So inspiring 2. SPOT ON! 3. Well said! 👏👏👏 4. Exactly...!! 5. Enormous RESPECT Sir ❤️ 6. ABSOLUTELY 🇬🇧🇬🇧🙏🙏 7. 💙👏🏼👏🏼💛,"1) Neutral Sentiment
2) Neutral Sentiment
3) Neutral Sentiment
4) Neutral Sentiment
5) Neutral Sentiment
6) Neutral Sentiment
7) Neutral Sentiment",neutral sentiment,,,1) Inclined towards Ukraine,unmatched,Opposite Sentiments
#EndTheUkraineWar,7303578555772980511,2023-11-20,@freedomactivist7,Ukraine,BREAKING: Morning Joe panel admits Ukraine has lost the war against Russia. #breakingnews #msnbc #ukraine🇺🇦 #defeated #war #russia🇷🇺,500,181,49,,"1. It was never feasable...but for usa there was money to be made 2. I remember people saying they should fight instead of negotiations for peace, Ukraine got destroyed listening to the US. Messed up 3. They're already holding on desperately on what they've (still) got. The problem is that they'll have less and less. 4. The plan was never to win. The plan is to launder tax payer funds through Ukraine, back into LLC's that the politicians have created. Bunch of crooks 5. RUSSIA’S LOSSES IN UKRAINE HAVE REACHED HISTORIC MAXIMUM SINCE WWII 6. They dont Care About Us They drink Blood at Diner 7. FAKE NEWS WAR MONGERS. YOU BETTER NEGOTIATE. YOUR WEAPONS HAVE ALREADY FINISH.","1) Inclined towards Ukraine
2) Inclined towards Ukraine
3) Neutral Sentiment
4) Inclined towards Russia
5) Inclined towards Russia
6) Unrelated/Cannot infer sentiment towards war
7) Inclined towards Peace",mixed sentiments,,,Inclined towards Russia,unmatched,Mixed Sentiments
#ResistingRussianAggression,7311860633421647150,2023-12-12,@cbsnews,Ukraine,"""We stand firm, no matter what Putin tries. He hasn't won any victories,"" says Ukrainian Pres. Zelenskyy, delivering remarks following a meeting with Pres. Biden. ""Thanks to Ukraine's success in defense, other European nations are safe from the Russian aggression,"" he added. #news #Ukraine #Zelenskyy",5075,4264,108,,"1. The biggest war? Did he forget the Korean war, Vietnam, Iraq-Iran war, Lebanon, Afghanistan, Yugoslav wars...? 2. movie name please 3. Bro said biggest since wwtwo💀 wait till you find out about Iraq,Iran and other Middle East countries that were attacked by usa 😂😂 4. But that war made you a billionaire Mr. Zelinsky you and most importantly people who are advocating for the weapon industry in US 5. I don’t think you will win this war it’s better to make a peace deal before it’s too late. 6. It’s mean please give more money because his wife want to buy second necklace in New York this time for two point five million. 7. And yet he is a billionaire. All he is doing is defending his own riches while spending other countries riches while his people are dying around him.","1) Neutral Sentiment
2) Unrelated/Cannot infer sentiment towards war
3) Neutral Sentiment
4) Inclined towards Russia
5) Inclined towards Peace
6) Unrelated/Cannot infer sentiment towards war
7) Inclined towards Peace",neutral sentiment,,,Inclined towards Ukraine,unmatched,Opposite Sentiments
